"Código";"Descrição";"Categoria";"Fabricante";"Modelo";"Unidade";"Valor total";"Fonte"
"4671094";"Fechadura Eletroímã FE 20150 Prata com Sensor";"Fechadura Eletroímã";"Intelbras";"";"un";"300,98";"EXSAT"
"4520004";"Video Porteiro com Monofone IVR 7 Intelbras";"Videoporteiro";"Intelbras";"";"un";"718,52";"EXSAT"
"4682064";"Controlador de Acesso SS 3420 BIO";"Controlador de Acesso";"Intelbras";"";"un";"1291,80";"EXSAT"
"4678110";"Mola Hidráulica Aérea MH 103 A para 65kg Prata";"Mola Hidraulica";"Intelbras";"";"un";"167,28";"EXSAT"
"4500029";"Central Coletiva Collective 4i";"Central Coletiva";"Intelbras";"";"un";"738,57";"EXSAT"
"4500038";"Central Coletiva Collective 16i";"Central Coletiva";"Intelbras";"";"un";"937,39";"EXSAT"
"4679040";"Fechadura Eletrica Cilindro Fixo FX 500";"Fechadura Elétrica";"Intelbras";"";"un";"160,78";"EXSAT"
"4660351";"Automatizador de Portão DR 400 127V Intelbras";"Motores para portões";"Intelbras";"";"un";"487,55";"EXSAT"
"4661403";"Automatizador de Portão BR 400 FAST";"Motores para portões";"Intelbras";"";"un";"648,92";"EXSAT"
"4660139";"Acionador Wi-Fi Smart MCP 1001 Intelbras";"Acessórios e Peças";"Intelbras";"";"un";"211,57";"EXSAT"
"4670300";"Fechadura Digital FD 3000";"Fechadura Digital";"Intelbras";"";"un";"726,66";"EXSAT"
"4501013";"Porteiro Terminal Dedicado XPE-1013 Plus";"Porteiro Eletrônico";"Intelbras";"";"un";"516,13";"EXSAT"
"4680331";"Controlador de Acesso Facial SS 5531 MF EX";"Controlador de Acesso";"Intelbras";"";"un";"1150,00";"EXSAT"
"4679061";"Fechadura Elétrica FX 1500 Preta";"Fechadura Elétrica";"Intelbras";"";"un";"171,06";"EXSAT"
"4660300";"Automatizador de Portão DR 300 NY 220V";"Motores para portões";"Intelbras";"";"un";"361,92";"EXSAT"
"4661410";"Acionador Basculante 1.4M 5/8 Pol Alumínio Nylon";"Motores para portões";"Intelbras";"";"un";"321,61";"EXSAT"
"4661502";"Automatizador de Portão BC 500 220V Intelbras";"Motores para portões";"Intelbras";"";"un";"373,04";"EXSAT"
"R-16731";"Tampa de Acionador DZ Nano - Proteção e Estilo para seu Motor";"Motores para portões";"Intelbras";"";"un";"49,90";"EXSAT"
"000000000010007243";"Motor Deslizante Light 800 i-HS 220V SPT4K Nice - Alta Velocidade e Desempenho";"Motores para portões";"Intelbras";"";"un";"1300,00";"EXSAT"
"4540005";"Controle Remoto XAC 4000 SMART CONT Intelbras";"Acessórios Controle de Acesso";"Intelbras";"";"un";"25,00";"EXSAT"
"4502000";"Telefone Terminal de Portaria TP-2000";"Acessórios Controle de Acesso";"Intelbras";"";"un";"188,83";"EXSAT"
"4675003";"Acionador de Saída Inox Sobrepor com Caixa BT 3000 IN";"Acessórios Controle de Acesso";"Intelbras";"";"un";"80,64";"EXSAT"
"4681027";"Leitor de Cartão RFID UHF LE 170";"Acessórios Controle de Acesso";"Intelbras";"";"un";"2119,64";"EXSAT"
"4681020";"Leitor de Cartão RFID PROX LE 130 MF";"Acessórios Controle de Acesso";"Intelbras";"";"un";"259,84";"EXSAT"
"4675020";"ACIONADOR ABERTURA SOBREPOR BT 2001";"Acessórios Controle de Acesso";"Intelbras";"";"un";"41,41";"EXSAT"
"4682071";"Controlador de Acesso CT 3000 4PB";"Acessórios Controle de Acesso";"Intelbras";"";"un";"1817,82";"EXSAT"
"4684013";"Etiqueta de Acionamento RFID Veicular 900 MHz TH 3020 UHF";"Acessórios Controle de Acesso";"Intelbras";"";"un";"12,53";"EXSAT"
"4543513";"Controle Remoto Preto XAC 8000";"Acessórios Controle de Acesso";"Intelbras";"";"un";"81,18";"EXSAT"
"4820093";"Fonte de Alimentação Ininterrupta FA 1250S 5A";"Fontes de Alimentação";"Intelbras";"";"un";"239,90";"EXSAT"
"4663004";"Sensor de Presença RP 100 Intelbras";"Acessórios e Peças";"Intelbras";"";"un";"295,40";"EXSAT"
"7898931199572";"Conjunto Fim de Curso DZ 3 Vias";"Acessórios e Peças";"Intelbras";"";"un";"18,20";"EXSAT"
"4665023";"Placa Auxiliar Automatizador de Portão CA1000 Intelbras";"Acessórios e Peças";"Intelbras";"";"un";"33,81";"EXSAT"
"4500050";"Módulo Acionamento XFE 1000 Controle FCI B89B4812";"Módulos";"Intelbras";"";"un";"146,82";"EXSAT"
"4670630";"Fechadura Digital FR630 Push & Pull com Biometria";"Fechadura Digital";"Intelbras";"";"un";"2516,29";"EXSAT"
"4670100";"Fechadura Digital FD 1000 Intelbras";"Fechadura Digital";"Intelbras";"";"un";"299,00";"EXSAT"
"4670200";"Fechadura Digital FD 2000 Intelbras";"Fechadura Digital";"Intelbras";"";"un";"539,07";"EXSAT"
"4670024";"Fechadura Smart de Sobrepor IFR 2020";"Fechadura Digital";"Intelbras";"";"un";"1090,90";"EXSAT"
"4670028";"Fechadura Digital Smart de Sobrepor MFR 1001";"Fechadura Digital";"Intelbras";"";"un";"386,44";"EXSAT"
"4670027";"Fechadura Inteligente Vidro MFR 4000";"Fechadura Digital";"Intelbras";"";"un";"794,60";"EXSAT"
"4670037";"Fechadura Digital MFD 7000 Intelbras Embutir Biometria Senha";"Fechadura Digital";"Intelbras";"";"un";"1231,55";"EXSAT"
"4520046";"Videoporteiro Wi-Fi Allo wT7";"Videoporteiro";"Intelbras";"";"un";"1923,12";"EXSAT"
"4500043";"VIDEO PORTEIRO EXTERNO FACIAL XPE 3200 PLUS IP";"Videoporteiro";"Intelbras";"";"un";"2386,21";"EXSAT"
"4520054";"Videoporteiro com Monofone IVR 7 ID";"Videoporteiro";"Intelbras";"";"un";"988,22";"EXSAT"
"4520041";"MODULO INTERNO VIDEOPORTEIRO IP MVW 7000 MI";"Videoporteiro";"Intelbras";"";"un";"1038,39";"EXSAT"
"4390521";"Extensão Porteiro Residencial Intelbras IPR 8000 IN";"Porteiro Eletrônico";"Intelbras";"";"un";"102,44";"EXSAT"
"4500006";"Porteiro Externo XPE 1001 IP";"Porteiro Eletrônico";"Intelbras";"";"un";"1718,92";"EXSAT"
"4504502";"Terminal Dedicado Porteiro Eletrônico XPE 1013 FIT";"Porteiro Eletrônico";"Intelbras";"";"un";"292,21";"EXSAT"
"4504504";"Terminal Dedicado Porteiro XPE 1013 FIT ID";"Porteiro Eletrônico";"Intelbras";"";"un";"509,79";"EXSAT"
"4508001";"Terminal Dedicado Porteiro XPE 1013 BIO";"Porteiro Eletrônico";"Intelbras";"";"un";"832,49";"EXSAT"
"4520005";"Porteiro Residencial IPR 1010 ID Intelbras";"Porteiro Eletrônico";"Intelbras";"";"un";"253,40";"EXSAT"
"4682074";"CONTROLADOR DE ACESSO SS 3530 MF FACE";"Controlador de Acesso";"Intelbras";"";"un";"1259,00";"EXSAT"
"4682065";"Controlador de Acesso SS 3420 MF Bio";"Controlador de Acesso";"Intelbras";"";"un";"1196,25";"EXSAT"
"4680052";"Controlador de Acesso Facial SS 1530 MF W";"Controlador de Acesso";"Intelbras";"";"un";"949,30";"EXSAT"
"4680058";"Controlador De Acesso Facial SS 1540 MF W Intelbras";"Controlador de Acesso";"Intelbras";"";"un";"1160,25";"EXSAT"
"4680259";"Controlador De Acesso Ss 3532 Mf Intelbras";"Controlador de Acesso";"Intelbras";"";"un";"1260,00";"EXSAT"
"4680258";"Controlador De Acesso SS 3542 MF W Intelbras";"Controlador de Acesso";"Intelbras";"";"un";"1466,44";"EXSAT"
"4500028";"Central Coletiva Collective 12i";"Central Coletiva";"Intelbras";"";"un";"810,65";"EXSAT"
"4679020";"Fechadura Elétrica de Sobrepor FX2000 Cinza Cilindro Ajustável";"Fechadura Elétrica";"Intelbras";"";"un";"314,57";"EXSAT"
"4679015";"Fechadura Elétrica FX 2000 Inox";"Fechadura Elétrica";"Intelbras";"";"un";"400,90";"EXSAT"
"4661701";"Cremalheira de Aço com Gomos de Nylon 1,0M";"Cremalheira";"Intelbras";"";"un";"44,92";"EXSAT"
"4671210";"Suporte para Porta de Vidro SV 21150 D";"Acessórios para Fechaduras";"Intelbras";"";"un";"120,01";"EXSAT"
"4671098";"Suporte para Porta de Vidro SV 20150";"Fechadura Eletroímã";"Intelbras";"";"un";"128,57";"EXSAT"
"4671200";"Fechadura Eletroímã FE 21150 D sem Sensor";"Fechadura Eletroímã";"Intelbras";"";"un";"286,15";"EXSAT"
"4680300";"Controlador Acesso SS 3532 MF Intelbras Bio-T";"Leitores e Coletores";"Intelbras";"";"un";"895,00";"EXSAT"
"4660167";"Catraca CAP 3000 Intelbras Reconhecimento Facial";"Catracas";"Intelbras";"";"un";"7257,04";"EXSAT"
"4810018";"Balun Passivo de Vídeo VB 301 P Intelbras";"Balun";"Intelbras";"";"un";"15,84";"EXSAT"
"4568008";"Caixa Plástica de Passagem VBOX 1100 Intelbras";"Caixa de Passagem";"Intelbras";"";"un";"7,45";"EXSAT"
"4560052";"Câmera Bullet VHL 1120 B G2 Intelbras HD 720p CFTV Externa";"Câmera HDVCI";"Intelbras";"";"un";"90,99";"EXSAT"
"4810042";"Balun Passivo VB 501 P G2 Intelbras";"Balun";"Intelbras";"";"un";"20,50";"EXSAT"
"4560050";"VBOX 1000 Mini Caixa de Passagem para CFTV";"Caixa de Passagem";"Intelbras";"";"un";"5,09";"EXSAT"
"4810039";"Balun Passivo de Vídeo VB 500 P G2 Intelbras";"Balun";"Intelbras";"";"un";"18,69";"EXSAT"
"4568005";"Conector P4 Macho para Câmera de Segurança Intelbras CONEX 1000";"Conectores e Pinos";"Intelbras";"";"un";"19,14";"EXSAT"
"4820033";"Fonte de Alimentação AC/DC 12,8V 2A EF 1202";"Fontes de Alimentação";"Intelbras";"";"un";"54,85";"EXSAT"
"4820042";"Fonte Nobreak Ininterrupta 12V 1A EFB 1201 com Bateria";"Fontes de Alimentação";"Intelbras";"";"un";"126,90";"EXSAT"
"4820012";"Fonte de Alimentação AC/DC 12,8V 3A EF 1203 Intelbras";"Fontes de Alimentação";"Intelbras";"";"un";"68,64";"EXSAT"
"4560054";"Câmera CFTV VHD 3220 D Full Color Intelbras";"Câmera Multi HD";"Intelbras";"";"un";"190,17";"EXSAT"
"4820044";"Fonte de Alimentação EF 1201L 12,8V 1A AC/DC";"Fontes de Alimentação";"Intelbras";"";"un";"17,48";"EXSAT"
"4610521";"Acionador Manual Endereçável AME521 Intelbras";"Acionadores e Sinalizadores";"Intelbras";"";"un";"73,63";"EXSAT"
"4541073";"Sensor Iv 1000 Pet Intelbras Com Fio";"Sensores";"Intelbras";"";"un";"110,70";"EXSAT"
"4560057";"Câmera CFTV Bullet VHD 1120 B Full Color";"Câmera Multi HD";"Intelbras";"";"un";"129,92";"EXSAT"
"4565514";"Câmera de Vídeo Wi-Fi Full HD iMX C";"Câmeras Wifi";"Intelbras";"";"un";"179,90";"EXSAT"
"4820011";"Fonte de Alimentação AC/DC 12,8V 5A Modelo EF 1205";"Fontes de Alimentação";"Intelbras";"";"un";"85,38";"EXSAT"
"7899658705138";"Cabo Condutti 2 Pares x 24AWG 50 CCA Multicores Branco 100m";"Cabeamento para CFTV";"Intelbras";"";"un";"59,00";"EXSAT"
"4540040";"Sensor Magnético de Abertura XAS 4010 SMART Sem Fio Intelbras";"Sensores";"Intelbras";"";"un";"37,50";"EXSAT"
"4541012";"Sensor de Movimento Infravermelho Passivo IVP 5001 PET";"Sensores";"Intelbras";"";"un";"53,30";"EXSAT"
"4541071";"Sensor de Movimento Infravermelho Passivo IVP 1000 PET";"Sensores";"Intelbras";"";"un";"39,93";"EXSAT"
"4820020";"Fonte de Alimentação AC/DC 12,8V 5A EF 1205+ Intelbras";"Fontes de Alimentação";"Intelbras";"";"un";"97,07";"EXSAT"
"4560053";"CAMERA BULLET VHD 3220 B FULL COLOR";"Câmera Multi HD";"Intelbras";"";"un";"197,80";"EXSAT"
"4570037";"Câmera IP de Vídeo Bullet VIPW 1430 B";"Câmeras Wifi";"Intelbras";"";"un";"270,70";"EXSAT"
"4568011";"Conector para Câmera CFTV Conex 3000 P4 Macho Fast";"Conectores e Pinos";"Intelbras";"";"un";"29,99";"EXSAT"
"4560036";"Câmera CFTV Intelbras VHD 3130 B G7";"Câmera Multi HD";"Intelbras";"";"un";"140,00";"EXSAT"
"4820079";"Fonte 12,8V 10A AC/DC EFM 1210 G2 Intelbras";"Fontes de Alimentação";"Intelbras";"";"un";"94,39";"EXSAT"
"7899658705824";"Cabo Coaxial Série 6 75 &#937; 90 % Condutti RL100M | Homologado ANATEL";"Cabeamento para CFTV";"Intelbras";"";"un";"129,00";"EXSAT"
"4541045";"Sensor de Barreira Infravermelho Ativo IVA 5040 AT";"Sensores";"Intelbras";"";"un";"153,59";"EXSAT"
"4540012";"Receptor Universal XAR 3060";"Acessórios para Alarmes";"Intelbras";"";"un";"93,92";"EXSAT"
"4560096";"Câmera Bullet VHD 1220 B FC+ Intelbras Full HD";"Câmera Multi HD";"Intelbras";"";"un";"152,50";"EXSAT"
"4568017";"Caixa Plástica de Passagem VBOX 1100 BLACK";"Caixa de Passagem";"Intelbras";"";"un";"8,36";"EXSAT"
"4540020";"Teclado de Alarme XAT 3000 LED Intelbras";"Acessórios para Alarmes";"Intelbras";"";"un";"72,00";"EXSAT"
"4560089";"Câmera Dome VHD 1220 D Intelbras Full HD 2MP Multi HD CFTV";"Câmera Multi HD";"Intelbras";"";"un";"110,00";"EXSAT"
"4543545";"Sirene com Fio Piezoelétrica SIR 1000 Preta 105dB";"Sirenes";"Intelbras";"";"un";"25,47";"EXSAT"
"4541053";"Sensor de Barreira Infravermelho Ativo IVA 5015 Digital";"Sensores";"Intelbras";"";"un";"89,25";"EXSAT"
"4610523";"Sinalizador Audiovisual Endereçável SAV 521E Intelbras";"Acionadores e Sinalizadores";"Intelbras";"";"un";"114,80";"EXSAT"
"4541032";"Sensor Magnético Sem Fio XAS 8000";"Sensores";"Intelbras";"";"un";"123,80";"EXSAT"
"4600075";"Disco Rígido WD Purple 2TB para CFTV";"HD para CFTV";"Intelbras";"";"un";"899,99";"EXSAT"
"4565801";"Conversor Estático DC/DC XHD 1000 Intelbras";"Cabeamento para CFTV";"Intelbras";"";"un";"47,45";"EXSAT"
"4565511";"Câmera de Vídeo Wi-Fi Full HD iM5 SC";"Câmeras Wifi";"Intelbras";"";"un";"249,90";"EXSAT"
"4570004";"Câmera Bullet IP VIP 3240 B IA G2 Intelbras";"Câmeras IP";"Intelbras";"";"un";"759,16";"EXSAT"
"4600164";"Cartão microSD 128GB WD Purple para Segurança";"Cartão de Memória CFTV";"Intelbras";"";"un";"675,80";"EXSAT"
"4610522";"Acionador Manual Endereçável com Sirene Intelbras AME 522";"Acionadores e Sinalizadores";"Intelbras";"";"un";"89,09";"EXSAT"
"4008013";"Sensor de Movimento Infravermelho Passivo PET IVP-3000 Intelbras";"Sensores";"Intelbras";"";"un";"91,16";"EXSAT"
"4541011";"Sensor de Movimento Infravermelho IVP 5002 PET Intelbras";"Sensores";"Intelbras";"";"un";"79,54";"EXSAT"
"4580645";"MHDX 3104-C Gravador de Vídeo Multi HD 4 Canais Intelbras";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"411,01";"EXSAT"
"4610038";"Modulo de Entrada ou Saida MIO 521 V2 Intelbras";"Acionadores e Sinalizadores";"Intelbras";"";"un";"165,19";"EXSAT"
"4610041";"Isolador De Laço IDL 521 V2 Intelbras Segurança";"Acessórios para Alarmes";"Intelbras";"";"un";"91,09";"EXSAT"
"4811001";"Transformador Balun Passivo de Vídeo VB 1001 WP";"Balun";"Intelbras";"";"un";"82,25";"EXSAT"
"4540035";"Expansor de Zonas XEZ 4008 SMART Intelbras";"Acessórios para Alarmes";"Intelbras";"";"un";"252,50";"EXSAT"
"4540047";"Sensor de Movimento Infravermelho IVP 3011 Cortina";"Sensores";"Intelbras";"";"un";"59,21";"EXSAT"
"4580130";"Gravador Digital 16 Canais Intelbras MHDX 3116-C";"DVR Stand Alone 16 canais";"Intelbras";"";"un";"1028,28";"EXSAT"
"4830053";"Cabo Coaxial Bipolar 67% BR CX100M Intelbras";"Cabeamento para CFTV";"Intelbras";"";"un";"100,06";"EXSAT"
"4390176";"Central de Alarme Monitorada AMT 2018 EG IP GPRS";"Alarmes";"Intelbras";"";"un";"848,79";"EXSAT"
"4390179";"Central de Alarme Monitorada AMT-2018 E";"Alarmes";"Intelbras";"";"un";"546,90";"EXSAT"
"4543584";"Módulo GSM para Central de Alarme Intrusão XG 4G";"Alarmes";"Intelbras";"";"un";"314,23";"EXSAT"
"4541035";"Sensor de Movimento Infravermelho Passivo IVP 8000 PET CAM";"Sensores";"Intelbras";"";"un";"295,52";"EXSAT"
"4543514";"Sirene Sem Fio XSS 8000 Intelbras";"Sirenes";"Intelbras";"";"un";"255,14";"EXSAT"
"4543512";"CENTRAL DE ALARME CONTRA ROUBO ANM 24NET";"Alarmes";"Intelbras";"";"un";"284,40";"EXSAT"
"4541014";"Sensor de Barreira Infravermelho Ativo IVA 3070 X";"Sensores";"Intelbras";"";"un";"186,63";"EXSAT"
"4550005";"Central Elétrica Intelbras ELC 5001";"Cerca Elétrica";"Intelbras";"";"un";"204,60";"EXSAT"
"4550006";"Cerca Elétrica Intelbras ELC 3012";"Cerca Elétrica";"Intelbras";"";"un";"219,13";"EXSAT"
"4550014";"Cerca Elétrica ELC 6012 NET Intelbras Wi-Fi";"Cerca Elétrica";"Intelbras";"";"un";"317,20";"EXSAT"
"4580776";"Gravador Digital de Vídeo MHDX 1116-C";"DVR Stand Alone 16 canais";"Intelbras";"";"un";"799,99";"EXSAT"
"4820028";"Fonte de Alimentação Ininterrupta FA1220S 2A AC/DC com Bateria";"Acessórios para Alarmes";"Intelbras";"";"un";"254,90";"EXSAT"
"4540014";"MODULO CTAL INTRUSAO XEG 4010 3G";"Alarmes";"Intelbras";"";"un";"689,00";"EXSAT"
"4560031";"Camera CFTV Bullet VHD 1015 B G7";"Câmera Multi HD";"Intelbras";"";"un";"108,00";"EXSAT"
"4543509";"Central de Alarme Contra Roubo Intelbras AMT 1016 NET";"Alarmes";"Intelbras";"";"un";"387,52";"EXSAT"
"4543558";"Expansor de Zonas XEZ 4108 SMART";"Alarmes";"Intelbras";"";"un";"251,70";"EXSAT"
"4543578";"Central de Alarme Intelbras AMT 2018 E SMART";"Alarmes";"Intelbras";"";"un";"515,60";"EXSAT"
"4540083";"Sensor de Movimento Passivo Sem Fio IVP 5000 Smart LD";"Sensores";"Intelbras";"";"un";"126,00";"EXSAT"
"4600162";"Cartão Micro SD 32GB WD Purple para Segurança Eletrônica";"Cartão de Memória CFTV";"Intelbras";"";"un";"185,93";"EXSAT"
"4540094";"Sensor de Barreira Infravermelho Ativo IVA 8040 AT";"Sensores";"Intelbras";"";"un";"949,89";"EXSAT"
"4565611";"Câmera Wi-Fi Full HD IM5 SC com MicroSD 32GB";"Câmeras Wifi";"Intelbras";"";"un";"399,90";"EXSAT"
"4811008";"POWER VIDEO BALUN 8 CANAIS VB 1008 WP";"Balun";"Intelbras";"";"un";"807,85";"EXSAT"
"4820018";"Fonte de Alimentação AC/DC 12,8V 3A EF 1203+";"Fontes de Alimentação";"Intelbras";"";"un";"93,31";"EXSAT"
"FS-427";"Abraçadeira 4mm x 20cm Branca - Pacote com 100 Peças";"Acessórios Diversos";"Intelbras";"";"un";"14,40";"EXSAT"
"4581013";"Gravador Dig 08 Canais NVD 1408 Intelbras";"NVR 8 Canais";"Intelbras";"";"un";"590,98";"EXSAT"
"4610421";"Acionador Manual Convencional AMC 421 Intelbras";"Acionadores e Sinalizadores";"Intelbras";"";"un";"39,53";"EXSAT"
"4543511";"Modulo GPRS XAG 8000";"Acessórios para Alarmes";"Intelbras";"";"un";"259,23";"EXSAT"
"4610426";"Detector de Temperatura Convencional Universal DTC 421";"Detectores Convencionais";"Intelbras";"";"un";"72,38";"EXSAT"
"4610425";"Detector de Fumaça Convencional Universal DFC421";"Detectores Convencionais";"Intelbras";"";"un";"54,44";"EXSAT"
"4543549";"Sirene Magnética 120 dB SIR 3000 Preta";"Sirenes";"Intelbras";"";"un";"70,34";"EXSAT"
"4549001";"Lente Fresnel Sensor IVP 3000 PET";"Sensores";"Intelbras";"";"un";"19,08";"EXSAT"
"4568006";"Conector para Câmera de Segurança CONEX 1000 BNC Borne Intelbras";"Conectores e Pinos";"Intelbras";"";"un";"30,59";"EXSAT"
"4540043";"Modulo GPRS XG 4000 SMART";"Alarmes";"Intelbras";"";"un";"259,23";"EXSAT"
"4543516";"Central de Alarme Sem Fio Contra Roubo AMT 8000";"Alarmes";"Intelbras";"";"un";"593,12";"EXSAT"
"4541039";"Sensor de Barreira Infravermelho Ativo IVA 7100 Quad";"Sensores";"Intelbras";"";"un";"349,90";"EXSAT"
"4540089";"SENSOR INFRAVERMELHO PASSIVO C/FIO IVP 5000 LD";"Sensores";"Intelbras";"";"un";"49,25";"EXSAT"
"4570001";"Câmera Dome IP VIP 1220 D Full Color G4";"Câmeras IP";"Intelbras";"";"un";"229,90";"EXSAT"
"4770337";"Mini Rack Montado 3U 370mm MRM 337";"Rack para CFTV";"Intelbras";"";"un";"223,82";"EXSAT"
"4541057";"Suporte Articulado Universal XSA 1000";"Acessórios para Alarmes";"Intelbras";"";"un";"15,42";"EXSAT"
"4540055";"Central de Alarme AMT 1000 SMART Intelbras";"Alarmes";"Intelbras";"";"un";"334,12";"EXSAT"
"4541038";"SENSOR ATIVO IVA 7100 DUAL";"Sensores";"Intelbras";"";"un";"249,49";"EXSAT"
"4541019";"Sensor de Movimento Infravermelho Passivo IVP 5311 MW PET";"Sensores";"Intelbras";"";"un";"132,02";"EXSAT"
"4540053";"Sensor Passivo com Fio IVP 7000 MW EX";"Sensores";"Intelbras";"";"un";"315,70";"EXSAT"
"4565341";"Câmera CFTV Dome VHD 3230 D VF G6";"Câmera Multi HD";"Intelbras";"";"un";"415,00";"EXSAT"
"4570028";"Câmera IP de Vídeo Intelbras VIPW 1300 MINI SD";"Câmeras Wifi";"Intelbras";"";"un";"253,65";"EXSAT"
"4570023";"Câmera Ip Bullet Vip 3830 Ia Intelbras 8Mp CFTV Externa";"Câmeras IP";"Intelbras";"";"un";"1373,80";"EXSAT"
"4560047";"Câmera CFTV Analógica VHD 5240 Dual Color";"Câmera HDVCI";"Intelbras";"";"un";"249,99";"EXSAT"
"4568007";"Conector para Alimentação de Câmera CFTV P4 Fêmea Intelbras";"Conectores e Pinos";"Intelbras";"";"un";"20,68";"EXSAT"
"4770035";"Caixa Organizadora para CFTV Branca COC 4038B";"Rack para CFTV";"Intelbras";"";"un";"170,22";"EXSAT"
"4830050";"Cabo CFTV 4PX24 AWG 300M Intelbras";"Cabeamento para CFTV";"Intelbras";"";"un";"260,65";"EXSAT"
"4581005";"Gravador Dig 16 Canais INVD 1016 AM Intelbras";"NVR 16 Canais";"Intelbras";"";"un";"1274,22";"EXSAT"
"4613100";"Detector de Fumaça Linear DFL 3100";"Detectores Endereçáveis";"Intelbras";"";"un";"1841,71";"EXSAT"
"4610466";"Acionador Manual Convencional AMC 466";"Acionadores e Sinalizadores";"Intelbras";"";"un";"170,91";"EXSAT"
"4540013";"Receptor XAR 4000 SMART Intelbras";"Acessórios para Alarmes";"Intelbras";"";"un";"66,91";"EXSAT"
"4543515";"Teclado Sem Fio para Centrais de Alarme Intelbras XAT 8000";"Acessórios para Alarmes";"Intelbras";"";"un";"313,29";"EXSAT"
"4543548";"Sirene 120 dB SIR 3000 Branca";"Sirenes";"Intelbras";"";"un";"70,34";"EXSAT"
"4950349";"Antena Omnidir ANT-2547V Intelbras 5 dBi 2.4 GHz";"Segurança Eletrônica";"Intelbras";"";"un";"611,96";"EXSAT"
"4570101";"Testador Multifuncional para CFTV Tester 3000 MT";"Acessórios SEG";"Intelbras";"";"un";"1787,76";"EXSAT"
"4390163";"Central de Alarme AMT-2008 (F-70) Intel";"Alarmes";"Intelbras";"";"un";"241,87";"EXSAT"
"4543590";"Central de Alarme AMT 8000 LITE";"Alarmes";"Intelbras";"";"un";"514,57";"EXSAT"
"4390167";"Sensor Infravermelho Sem Fio IVP 2000 SF";"Sensores";"Intelbras";"";"un";"68,33";"EXSAT"
"4008012";"SENSOR PASSIVO IVP 3000 MICROONDAS";"Sensores";"Intelbras";"";"un";"134,88";"EXSAT"
"4541015";"Sensor de Barreira Infravermelho Ativo IVA 3110 X";"Sensores";"Intelbras";"";"un";"196,33";"EXSAT"
"4541037";"Sensor Magnético Com Fio XAS Sobrepor Intelbras";"Sensores";"Intelbras";"";"un";"68,18";"EXSAT"
"4541031";"SENSOR MAGNETICO COM FIO XAS PORTA DE ACO";"Sensores";"Intelbras";"";"un";"62,57";"EXSAT"
"4620000";"Detector de Fumaça Autônomo DFA 620";"Sensores";"Intelbras";"";"un";"68,20";"EXSAT"
"4541034";"Sensor de Movimento Infravermelho Sem Fio IVP 8000 PET";"Sensores";"Intelbras";"";"un";"119,99";"EXSAT"
"4541041";"Sensor de Movimento Infravermelho Passivo Sem Fio IVP 8000 EX";"Sensores";"Intelbras";"";"un";"414,90";"EXSAT"
"4823013";"Sensor de Presença para Iluminação ESPi 360A";"Sensores";"Intelbras";"";"un";"19,66";"EXSAT"
"4541070";"Sensor de Movimento Infravermelho IVP 5301 PET PRO";"Sensores";"Intelbras";"";"un";"54,88";"EXSAT"
"4541046";"Sensor Ativo Infrared IVA 5080 AT";"Sensores";"Intelbras";"";"un";"213,92";"EXSAT"
"4541072";"Sensor Infra Passivo IVP 1000 PET SF Intelbras";"Sensores";"Intelbras";"";"un";"82,80";"EXSAT"
"4541064";"Sensor Infravermelho Passivo com Fio IVP 9000 MW Mask Intelbras";"Sensores";"Intelbras";"";"un";"248,24";"EXSAT"
"4540097";"Sensor IR Pass S/Fio IVP 7000 Smart EX Intelbras";"Sensores";"Intelbras";"";"un";"365,40";"EXSAT"
"4581156";"Gravador Digital Intelbras MHDX 1104-C com SSD 512GB";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"634,61";"EXSAT"
"4581038";"Gravador de Vídeo MHDX 1104-C 4 Canais HD 1TB";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"1049,00";"EXSAT"
"4581160";"Gravador Digital de Vídeo Intelbras MHDX 1304 SSD 512GB";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"685,91";"EXSAT"
"4581039";"Gravador MHDX 1104-C Intelbras 4 Canais Digital";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"366,71";"EXSAT"
"4581051";"Gravador MHDX 1304 Intelbras 4 Canais Multi HD";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"385,13";"EXSAT"
"4581082";"Gravador MHDX 1304 Intelbras 4 Canais 1TB HD";"DVR Stand Alone 4 canais";"Intelbras";"";"un";"1083,08";"EXSAT"
"4581155";"Gravador Digital MHDX 1108-C Intelbras 08 Canais";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"775,43";"EXSAT"
"4581048";"Gravador de Vídeo Multi HD MHDX 1108-C HD 1TB";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"1176,63";"EXSAT"
"4581040";"Gravador Digital de Vídeo 8 Canais MHDX 1108-C Intelbras";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"504,01";"EXSAT"
"4581092";"Gravador Digital 8 Canais MHDX 1308";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"572,15";"EXSAT"
"4581081";"Gravador Digital Intelbras MHDX 1108-C com HD 2TB";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"1249,09";"EXSAT"
"4581093";"Gravador DIG 08 Canais MHDX 1308 HD 1TB Intelbras";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"1270,10";"EXSAT"
